# This file contains the data of final feasible population (if found)
# of objectives = 1, # of constraints = 1, # of real_var = 2, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
-5.162109e+00	5.101824e-03	2.003889e+00	1.005723e+00	0.000000e+00	1	0.000000e+00
